TOA5,CR1000_tower3_cluster,CR1000,78272,CR1000.Std.28.02,CPU:SH_tow3_cluster_2017.CR1,29011,Enviro,,,,,,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,maxbot_volt_Avg,maxbot_dist_Avg,TT_C,SBT_C,FuelM_Avg,PA_uS_Avg
TS,RN,,,m^3/m^3,dS/m,Deg C,unitless,nSec,unitless,,,,,,,,,,,,,,,,Deg C,Deg C,%,uSec
,,Smp,Smp,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,Smp,Avg,Avg
9/10/19 13:15,4287,253,1315,0.056,0.001,13.15,4.024,1.238,1.001,0.114,0.003,13.72,6.48,1.345,1.004,0.115,0.009,13.32,6.516,1.348,1.011,0.04,2145,2.095,13.93,13.28,7.447,18.05
9/10/19 13:30,4288,253,1330,0.056,0.001,13.44,4.023,1.238,1.001,0.114,0.003,13.7,6.479,1.345,1.004,0.115,0.009,13.32,6.517,1.348,1.011,0.04,2145,2.095,14.47,13.65,7.487,18.06
9/10/19 13:45,4289,253,1345,0.056,0,13.7,4.027,1.238,1,0.114,0.003,13.69,6.479,1.345,1.004,0.115,0.008,13.34,6.52,1.348,1.011,0.041,2147,2.096,21.34,15.7,7.563,18.07
9/10/19 14:00,4290,253,1400,0.056,0,13.92,4.027,1.238,1,0.114,0.003,13.66,6.48,1.345,1.004,0.115,0.008,13.31,6.519,1.348,1.011,0.041,2161,2.11,17.88,14.44,7.55,18.07
9/10/19 14:15,4291,253,1415,0.056,0.001,14.15,4.023,1.238,1.001,0.114,0.003,13.65,6.481,1.345,1.004,0.115,0.009,13.31,6.519,1.348,1.011,0.04,2160,2.11,20.43,16.38,7.608,18.08
9/10/19 14:30,4292,253,1430,0.056,0.001,14.31,4.022,1.238,1.001,0.114,0.003,13.65,6.479,1.345,1.004,0.115,0.009,13.31,6.517,1.348,1.011,0.04,2164,2.114,16.16,15.07,7.529,18.06
9/10/19 14:45,4293,253,1445,0.056,0.001,14.47,4.022,1.238,1.001,0.114,0.003,13.61,6.48,1.345,1.004,0.115,0.009,13.3,6.516,1.348,1.011,0.04,2156,2.106,17.34,15.7,7.643,18.09
9/10/19 15:00,4294,253,1500,0.056,0.001,14.62,4.024,1.238,1,0.114,0.003,13.6,6.48,1.345,1.004,0.115,0.009,13.31,6.519,1.348,1.011,0.04,2161,2.11,16.53,15.78,7.77,18.11
9/10/19 15:15,4295,253,1515,0.056,0,14.75,4.026,1.238,1,0.114,0.003,13.57,6.479,1.345,1.004,0.115,0.009,13.28,6.516,1.348,1.011,0.04,2161,2.11,16.33,15.38,7.705,18.1
9/10/19 15:30,4296,253,1530,0.056,0.001,14.87,4.022,1.238,1.001,0.114,0.003,13.57,6.48,1.345,1.004,0.115,0.009,13.25,6.518,1.348,1.011,0.04,2161,2.11,17.67,16.46,7.796,18.12
9/10/19 15:45,4297,253,1545,0.056,0.001,15,4.024,1.238,1,0.114,0.003,13.55,6.481,1.345,1.004,0.115,0.008,13.29,6.519,1.348,1.011,0.04,2157,2.106,15.31,15.19,7.475,18.05
9/10/19 16:00,4298,253,1600,0.056,0.001,15.14,4.025,1.238,1,0.114,0.003,13.53,6.479,1.345,1.004,0.115,0.009,13.3,6.516,1.348,1.011,0.04,2150,2.099,13.99,14.14,7.482,18.06
9/10/19 16:15,4299,253,1615,0.056,0.001,15.35,4.022,1.238,1.001,0.114,0.003,13.53,6.479,1.345,1.004,0.115,0.009,13.27,6.517,1.348,1.011,0.041,2144,2.094,13.03,12.92,7.195,18
9/10/19 16:30,4300,253,1630,0.056,0.001,15.55,4.022,1.238,1.001,0.114,0.003,13.52,6.479,1.345,1.004,0.115,0.009,13.25,6.518,1.348,1.011,0.041,2138,2.088,11.99,11.95,7.107,17.98
9/10/19 16:45,4301,253,1645,0.056,0.001,15.75,4.023,1.238,1.001,0.114,0.003,13.5,6.48,1.345,1.004,0.115,0.009,13.27,6.514,1.348,1.012,0.042,2134,2.084,12.29,11.38,7.085,17.98
9/10/19 17:00,4302,253,1700,0.056,0.001,15.95,4.024,1.238,1,0.114,0.003,13.48,6.478,1.345,1.004,0.115,0.009,13.26,6.517,1.348,1.011,0.042,2132,2.082,11.48,11.26,7.124,17.99
9/10/19 17:15,4303,253,1715,0.056,0.001,16.11,4.025,1.238,1,0.114,0.003,13.48,6.478,1.345,1.004,0.115,0.009,13.23,6.518,1.348,1.011,0.042,2130,2.08,11.08,10.82,7.093,17.98
9/10/19 17:30,4304,253,1730,0.056,0.001,16.23,4.023,1.238,1.001,0.114,0.003,13.48,6.48,1.345,1.004,0.115,0.009,13.23,6.513,1.348,1.012,0.042,2127,2.078,10.83,10.61,7.133,17.99
9/10/19 17:45,4305,253,1745,0.056,0.001,16.34,4.022,1.238,1.001,0.114,0.003,13.47,6.48,1.345,1.004,0.115,0.009,13.25,6.516,1.348,1.011,0.042,2125,2.075,9.58,9.89,7.075,17.98
9/10/19 18:00,4306,253,1800,0.056,0.001,16.38,4.023,1.238,1.001,0.114,0.003,13.47,6.479,1.345,1.004,0.115,0.009,13.21,6.518,1.348,1.011,0.042,2123,2.073,8.92,9.16,7.029,17.97
9/10/19 18:15,4307,253,1815,0.056,0.001,16.44,4.023,1.238,1.001,0.114,0.003,13.47,6.48,1.345,1.004,0.115,0.009,13.23,6.516,1.348,1.011,0.043,2120,2.07,8.33,8.67,7.028,17.97
9/10/19 18:30,4308,253,1830,0.056,0.001,16.47,4.024,1.238,1.001,0.114,0.003,13.46,6.479,1.345,1.004,0.115,0.009,13.2,6.517,1.348,1.011,0.043,2119,2.069,7.585,8.13,7.018,17.97
9/10/19 18:45,4309,253,1845,0.056,0.001,16.46,4.023,1.238,1.001,0.114,0.003,13.45,6.48,1.345,1.004,0.115,0.009,13.21,6.516,1.348,1.011,0.043,2116,2.067,6.91,7.425,7.006,17.96
9/10/19 19:00,4310,253,1900,0.056,0.001,16.44,4.025,1.238,1,0.114,0.003,13.46,6.481,1.345,1.004,0.115,0.009,13.21,6.515,1.348,1.012,0.043,2114,2.064,6.292,6.826,7.017,17.97
9/10/19 19:15,4311,253,1915,0.056,0.001,16.43,4.023,1.238,1.001,0.114,0.003,13.45,6.479,1.345,1.004,0.115,0.009,13.2,6.518,1.348,1.011,0.042,2110,2.061,5.434,6.107,7.01,17.97
9/10/19 19:30,4312,253,1930,0.056,0.001,16.34,4.024,1.238,1.001,0.114,0.003,13.46,6.481,1.345,1.004,0.115,0.008,13.21,6.519,1.348,1.011,0.042,2107,2.058,4.803,5.283,7.027,17.97
9/10/19 19:45,4313,253,1945,0.056,0.001,16.27,4.025,1.238,1,0.114,0.003,13.48,6.478,1.345,1.004,0.115,0.009,13.13,6.517,1.348,1.011,0.043,2105,2.055,4.24,4.695,7.054,17.97
9/10/19 20:00,4314,253,2000,0.056,0.001,16.19,4.023,1.238,1.001,0.114,0.003,13.46,6.479,1.345,1.004,0.115,0.009,13.19,6.516,1.348,1.011,0.043,2103,2.053,3.672,4.108,7.102,17.98
9/10/19 20:15,4315,253,2015,0.056,0.001,16.08,4.022,1.238,1.001,0.114,0.003,13.46,6.479,1.345,1.004,0.115,0.009,13.17,6.518,1.348,1.011,0.043,2101,2.052,3.291,3.608,7.146,17.99
9/10/19 20:30,4316,253,2030,0.056,0.001,15.98,4.022,1.238,1.001,0.114,0.003,13.48,6.479,1.345,1.004,0.115,0.008,13.2,6.519,1.348,1.011,0.043,2101,2.051,2.839,3.185,7.205,18
9/10/19 20:45,4317,253,2045,0.056,0.001,15.85,4.022,1.238,1.001,0.114,0.003,13.49,6.478,1.345,1.004,0.115,0.009,13.17,6.516,1.348,1.012,0.043,2100,2.051,2.382,2.751,7.246,18.01
9/10/19 21:00,4318,253,2100,0.056,0.001,15.74,4.025,1.238,1,0.114,0.003,13.49,6.479,1.345,1.004,0.115,0.009,13.16,6.516,1.348,1.011,0.043,2099,2.049,1.967,2.31,7.302,18.02
9/10/19 21:15,4319,253,2115,0.056,0.001,15.59,4.023,1.238,1.001,0.114,0.003,13.5,6.479,1.345,1.004,0.115,0.009,13.11,6.517,1.348,1.011,0.043,2098,2.049,1.605,1.944,7.35,18.03
9/10/19 21:30,4320,253,2130,0.056,0.001,15.46,4.022,1.238,1.001,0.114,0.003,13.51,6.48,1.345,1.004,0.115,0.009,13.14,6.515,1.348,1.012,0.044,2097,2.048,1.241,1.593,7.393,18.04
9/10/19 21:45,4321,253,2145,0.056,0.001,15.32,4.022,1.238,1.001,0.114,0.003,13.51,6.48,1.345,1.004,0.115,0.009,13.14,6.516,1.348,1.011,0.044,2096,2.047,0.981,1.311,7.447,18.05
9/10/19 22:00,4322,253,2200,0.056,0.001,15.17,4.025,1.238,1,0.114,0.003,13.5,6.479,1.345,1.004,0.115,0.008,13.1,6.52,1.348,1.011,0.044,2095,2.046,0.723,0.982,7.484,18.06
9/10/19 22:15,4323,253,2215,0.056,0.001,15.03,4.024,1.238,1.001,0.114,0.003,13.5,6.479,1.345,1.004,0.115,0.009,13.1,6.517,1.348,1.011,0.044,2096,2.047,0.571,0.841,7.515,18.06
9/10/19 22:30,4324,253,2230,0.056,0.001,14.86,4.024,1.238,1.001,0.114,0.003,13.52,6.478,1.345,1.004,0.115,0.009,13.12,6.518,1.348,1.011,0.044,2096,2.047,0.545,0.776,7.555,18.07
9/10/19 22:45,4325,253,2245,0.056,0.001,14.7,4.023,1.238,1.001,0.114,0.003,13.53,6.479,1.345,1.004,0.115,0.009,13.14,6.517,1.348,1.011,0.044,2096,2.047,0.432,0.609,7.609,18.08
9/10/19 23:00,4326,253,2300,0.056,0.001,14.55,4.023,1.238,1,0.114,0.003,13.54,6.478,1.345,1.004,0.115,0.009,13.12,6.518,1.348,1.011,0.044,2096,2.047,0.392,0.668,7.66,18.09
9/10/19 23:15,4327,253,2315,0.055,0.001,14.42,3.997,1.236,1.001,0.114,0.003,13.53,6.48,1.345,1.004,0.115,0.008,13.13,6.519,1.348,1.011,0.044,2096,2.047,0.315,0.625,7.729,18.1
9/10/19 23:30,4328,253,2330,0.055,0.001,14.27,3.999,1.236,1.001,0.114,0.003,13.55,6.479,1.345,1.004,0.115,0.008,13.13,6.519,1.348,1.011,0.044,2096,2.047,0.234,0.539,7.787,18.11
9/10/19 23:45,4329,253,2345,0.055,0,14.1,4,1.236,1,0.114,0.003,13.57,6.48,1.345,1.004,0.115,0.009,13.12,6.519,1.348,1.011,0.044,2096,2.047,0.135,0.474,7.855,18.13
9/11/19 0:00,4330,254,0,0.055,0,13.98,4.002,1.236,1,0.114,0.003,13.57,6.478,1.345,1.004,0.115,0.009,13.15,6.519,1.348,1.011,0.043,2096,2.047,0.173,0.517,7.931,18.14
9/11/19 0:15,4331,254,15,0.055,0.001,13.83,4,1.236,1,0.114,0.003,13.57,6.482,1.345,1.004,0.115,0.009,13.11,6.517,1.348,1.011,0.043,2095,2.046,0.04,0.474,8,18.16
9/11/19 0:30,4332,254,30,0.055,0,13.68,4.001,1.236,1,0.114,0.003,13.57,6.479,1.345,1.004,0.115,0.009,13.14,6.517,1.348,1.011,0.043,2095,2.046,-0.083,0.312,8.06,18.17
9/11/19 0:45,4333,254,45,0.055,0.001,13.51,3.994,1.236,1.001,0.114,0.003,13.6,6.48,1.345,1.004,0.115,0.009,13.11,6.517,1.348,1.011,0.043,2095,2.046,-0.144,0.295,8.12,18.18
9/11/19 1:00,4334,254,100,0.055,0.001,13.4,3.996,1.236,1.001,0.114,0.003,13.58,6.478,1.345,1.004,0.115,0.009,13.1,6.518,1.348,1.011,0.043,2094,2.045,-0.252,0.16,8.2,18.19
9/11/19 1:15,4335,254,115,0.055,0.001,13.25,3.998,1.236,1.001,0.114,0.003,13.6,6.477,1.345,1.004,0.115,0.009,13.1,6.516,1.348,1.011,0.043,2093,2.044,-0.266,0.063,8.27,18.21
9/11/19 1:30,4336,254,130,0.055,0.001,13.13,3.994,1.236,1.001,0.114,0.003,13.59,6.481,1.345,1.004,0.115,0.009,13.08,6.518,1.348,1.011,0.043,2093,2.044,-0.427,0.02,8.34,18.22
9/11/19 1:45,4337,254,145,0.055,0.001,12.99,3.998,1.236,1.001,0.114,0.003,13.59,6.479,1.345,1.004,0.115,0.008,13.08,6.52,1.348,1.011,0.043,2093,2.044,-0.503,-0.045,8.44,18.24
9/11/19 2:00,4338,254,200,0.055,0,12.88,4.002,1.236,1,0.114,0.003,13.59,6.481,1.345,1.004,0.115,0.009,13.09,6.517,1.348,1.011,0.043,2093,2.044,-0.585,-0.217,8.51,18.25
9/11/19 2:15,4339,254,215,0.055,0.001,12.75,3.997,1.236,1.001,0.114,0.003,13.6,6.479,1.345,1.004,0.115,0.009,13.09,6.517,1.348,1.011,0.043,2095,2.045,-0.465,-0.131,8.59,18.27
9/11/19 2:30,4340,254,230,0.055,0.001,12.63,3.997,1.236,1.001,0.114,0.003,13.6,6.479,1.345,1.004,0.115,0.009,13.08,6.518,1.348,1.011,0.043,2096,2.047,-0.609,-0.15,8.7,18.29
9/11/19 2:45,4341,254,245,0.055,0.001,12.5,3.998,1.236,1.001,0.114,0.003,13.6,6.48,1.345,1.004,0.115,0.009,13.08,6.517,1.348,1.011,0.043,2098,2.049,-0.641,-0.172,8.79,18.31
9/11/19 3:00,4342,254,300,0.055,0.001,12.36,3.997,1.236,1.001,0.114,0.003,13.61,6.48,1.345,1.004,0.115,0.009,13.09,6.517,1.348,1.011,0.043,2100,2.05,-0.557,-0.099,8.84,18.32
9/11/19 3:15,4343,254,315,0.055,0.001,12.25,3.999,1.236,1.001,0.114,0.003,13.59,6.479,1.345,1.004,0.115,0.009,13.08,6.516,1.348,1.011,0.043,2102,2.052,-0.443,0.003,8.92,18.33
9/11/19 3:30,4344,254,330,0.055,0.001,12.12,3.999,1.236,1.001,0.114,0.003,13.61,6.478,1.345,1.004,0.115,0.009,13.08,6.517,1.348,1.011,0.043,2105,2.055,-0.412,0.112,9.02,18.35
9/11/19 3:45,4345,254,345,0.055,0.001,12.02,3.999,1.236,1.001,0.114,0.003,13.6,6.48,1.345,1.004,0.115,0.009,13.07,6.518,1.348,1.011,0.043,2111,2.061,-0.419,0.178,9.11,18.37
9/11/19 4:00,4346,254,400,0.055,0.001,11.91,3.998,1.236,1.001,0.114,0.003,13.59,6.48,1.345,1.004,0.115,0.009,13.09,6.515,1.348,1.012,0.043,2110,2.06,-0.203,0.275,9.18,18.38
9/11/19 4:15,4347,254,415,0.055,0.001,11.79,3.996,1.236,1.001,0.114,0.003,13.59,6.479,1.345,1.004,0.115,0.009,13.08,6.517,1.348,1.011,0.043,2111,2.062,-0.067,0.417,9.29,18.4
9/11/19 4:30,4348,254,430,0.055,0.001,11.7,3.998,1.236,1.001,0.114,0.003,13.56,6.478,1.345,1.004,0.115,0.009,13.07,6.515,1.348,1.012,0.043,2114,2.064,-0.141,0.455,9.36,18.41
9/11/19 4:45,4349,254,445,0.055,0.001,11.59,3.996,1.236,1.001,0.114,0.003,13.58,6.479,1.345,1.004,0.115,0.009,13.07,6.516,1.348,1.011,0.043,2112,2.062,-0.113,0.477,9.44,18.43
9/11/19 5:00,4350,254,500,0.055,0.001,11.47,3.998,1.236,1.001,0.114,0.003,13.57,6.48,1.345,1.004,0.115,0.009,13.03,6.517,1.348,1.011,0.043,2108,2.059,-0.112,0.484,9.54,18.45
9/11/19 5:15,4351,254,515,0.055,0.001,11.38,3.998,1.236,1.001,0.114,0.003,13.56,6.477,1.345,1.004,0.115,0.009,13.03,6.519,1.348,1.011,0.043,2111,2.061,-0.404,0.355,9.65,18.47
9/11/19 5:30,4352,254,530,0.055,0.001,11.28,4,1.236,1,0.114,0.003,13.54,6.48,1.345,1.004,0.115,0.009,13.07,6.518,1.348,1.011,0.043,2110,2.061,-0.665,-0.061,9.69,18.48
9/11/19 5:45,4353,254,545,0.055,0.001,11.19,3.997,1.236,1.001,0.114,0.003,13.54,6.48,1.345,1.004,0.115,0.009,13.07,6.519,1.348,1.011,0.043,2107,2.058,-0.514,-0.061,9.81,18.5
9/11/19 6:00,4354,254,600,0.055,0.001,11.07,3.998,1.236,1.001,0.114,0.003,13.52,6.479,1.345,1.004,0.115,0.009,13.06,6.517,1.348,1.011,0.042,2106,2.057,-0.445,0.052,9.95,18.52
9/11/19 6:15,4355,254,615,0.055,0.001,10.97,3.997,1.236,1.001,0.114,0.003,13.53,6.479,1.345,1.004,0.115,0.009,13.07,6.518,1.348,1.011,0.042,2106,2.057,-0.642,-0.1,10.05,18.54
9/11/19 6:30,4356,254,630,0.055,0.001,10.9,4.001,1.236,1,0.114,0.003,13.53,6.48,1.345,1.004,0.115,0.009,13.07,6.518,1.348,1.011,0.042,2103,2.054,-0.839,-0.223,10.17,18.57
9/11/19 6:45,4357,254,645,0.055,0.001,10.83,3.997,1.236,1.001,0.114,0.003,13.53,6.478,1.345,1.004,0.115,0.008,13.05,6.519,1.348,1.011,0.042,2107,2.058,-0.907,-0.38,10.27,18.59
9/11/19 7:00,4358,254,700,0.055,0.001,10.76,4.001,1.236,1,0.114,0.003,13.49,6.481,1.345,1.004,0.115,0.009,13.07,6.518,1.348,1.011,0.042,2114,2.064,-0.882,-0.445,10.38,18.61
9/11/19 7:15,4359,254,715,0.055,0.001,10.65,4,1.236,1,0.114,0.003,13.49,6.481,1.345,1.004,0.115,0.009,13.04,6.518,1.348,1.011,0.042,2113,2.063,-0.622,-0.488,10.47,18.62
9/11/19 7:30,4360,254,730,0.055,0.001,10.59,4,1.236,1.001,0.114,0.003,13.47,6.478,1.345,1.004,0.115,0.009,13.01,6.517,1.348,1.011,0.042,2106,2.057,0.243,0.247,10.64,18.66
9/11/19 7:45,4361,254,745,0.055,0.001,10.47,3.998,1.236,1.001,0.114,0.003,13.45,6.48,1.345,1.004,0.115,0.009,13.08,6.517,1.348,1.011,0.042,2108,2.058,1.575,1.307,10.8,18.69
9/11/19 8:00,4362,254,800,0.055,0.001,10.39,3.998,1.236,1.001,0.114,0.003,13.45,6.48,1.345,1.004,0.115,0.009,13.06,6.517,1.348,1.011,0.042,2115,2.065,3.592,3.127,11.06,18.74
9/11/19 8:15,4363,254,815,0.055,0.001,10.3,3.998,1.236,1.001,0.114,0.003,13.43,6.482,1.345,1.004,0.115,0.009,13.06,6.517,1.348,1.011,0.042,2128,2.078,6.34,6.809,11.34,18.79
9/11/19 8:30,4364,254,830,0.055,0.001,10.23,3.973,1.235,1.001,0.114,0.003,13.42,6.48,1.345,1.004,0.115,0.009,13.03,6.515,1.348,1.012,0.042,2317,2.263,9.43,10.3,11.42,18.8
9/11/19 8:45,4365,254,845,0.055,0.001,10.18,3.971,1.235,1.001,0.114,0.003,13.4,6.48,1.345,1.004,0.115,0.009,13.04,6.518,1.348,1.011,0.042,2491,2.432,11.56,12.71,11.09,18.74
9/11/19 9:00,4366,254,900,0.055,0.001,10.09,3.974,1.235,1.001,0.114,0.003,13.39,6.478,1.345,1.004,0.115,0.009,13.04,6.517,1.348,1.011,0.041,2170,2.119,12.94,13.24,10.9,18.71
9/11/19 9:15,4367,254,915,0.055,0.001,10.08,3.974,1.235,1.001,0.114,0.003,13.37,6.481,1.345,1.004,0.115,0.009,13.04,6.518,1.348,1.011,0.041,2172,2.121,13.8,13.26,10.86,18.7
9/11/19 9:30,4368,254,930,0.055,0,10.03,3.977,1.235,1,0.114,0.003,13.37,6.48,1.345,1.004,0.115,0.008,13.02,6.52,1.348,1.011,0.04,2184,2.133,13.93,13.82,10.64,18.66
9/11/19 9:45,4369,254,945,0.055,0.001,10,3.975,1.235,1.001,0.114,0.003,13.35,6.48,1.345,1.004,0.115,0.009,13.05,6.518,1.348,1.011,0.04,2183,2.132,15.82,13.9,10.42,18.61
9/11/19 10:00,4370,254,1000,0.055,0.001,10.04,3.998,1.236,1.001,0.114,0.003,13.34,6.479,1.345,1.004,0.115,0.009,13.02,6.516,1.348,1.011,0.039,2184,2.133,15.67,14.22,10.24,18.58
9/11/19 10:15,4371,254,1015,0.055,0.001,10.05,3.998,1.236,1.001,0.114,0.003,13.3,6.481,1.345,1.004,0.115,0.009,13,6.516,1.348,1.012,0.039,2189,2.137,17.25,14.34,10.08,18.55
9/11/19 10:30,4372,254,1030,0.055,0.001,10.08,4,1.236,1.001,0.114,0.003,13.32,6.481,1.345,1.004,0.115,0.009,13.03,6.516,1.348,1.011,0.039,2194,2.143,18.15,14.86,9.85,18.51
9/11/19 10:45,4373,254,1045,0.055,0.001,10.15,3.998,1.236,1.001,0.114,0.003,13.28,6.479,1.345,1.004,0.115,0.008,13.03,6.521,1.348,1.01,0.038,2200,2.149,17.97,15.41,9.72,18.48
9/11/19 11:00,4374,254,1100,0.055,0,10.21,4.001,1.236,1,0.114,0.003,13.27,6.48,1.345,1.004,0.115,0.008,13.03,6.519,1.348,1.011,0.038,2197,2.145,20.32,16.38,9.58,18.45
9/11/19 11:15,4375,254,1115,0.055,0.001,10.38,3.997,1.236,1.001,0.114,0.003,13.25,6.48,1.345,1.004,0.115,0.009,13.01,6.516,1.348,1.012,0.038,2202,2.151,20.44,17.1,9.47,18.43
9/11/19 11:30,4376,254,1130,0.055,0.001,10.56,3.998,1.236,1.001,0.114,0.003,13.27,6.48,1.345,1.004,0.115,0.009,12.99,6.514,1.348,1.012,0.038,2197,2.145,19.85,17.1,9.22,18.39
9/11/19 11:45,4377,254,1145,0.055,0.001,10.79,3.999,1.236,1.001,0.114,0.003,13.24,6.478,1.345,1.004,0.115,0.009,13,6.517,1.348,1.011,0.038,2195,2.144,20.88,16.71,9.05,18.35
9/11/19 12:00,4378,254,1200,0.055,0.001,11,4.001,1.236,1,0.114,0.003,13.21,6.481,1.345,1.004,0.115,0.009,12.97,6.517,1.348,1.011,0.037,2200,2.149,21.38,17.42,8.92,18.33
9/11/19 12:15,4379,254,1215,0.055,0.001,11.38,3.998,1.236,1.001,0.114,0.003,13.21,6.478,1.345,1.004,0.115,0.009,13,6.519,1.348,1.011,0.037,2203,2.151,21.53,17.42,8.69,18.29
9/11/19 12:30,4380,254,1230,0.055,0.001,11.73,3.998,1.236,1.001,0.114,0.003,13.19,6.48,1.345,1.004,0.115,0.009,13,6.518,1.348,1.011,0.037,2208,2.156,22.54,18.72,8.62,18.27
9/11/19 12:45,4381,254,1245,0.055,0,12.1,4.002,1.236,1,0.114,0.003,13.15,6.479,1.345,1.004,0.115,0.009,12.98,6.516,1.348,1.012,0.037,2208,2.157,24.08,19.25,8.34,18.22
9/11/19 13:00,4382,254,1300,0.055,0.001,12.53,4.001,1.237,1.001,0.114,0.003,13.15,6.48,1.345,1.004,0.115,0.008,12.95,6.519,1.348,1.011,0.037,2214,2.162,24.61,19.46,8.02,18.16
9/11/19 13:15,4383,254,1315,0.056,0.001,12.95,4.023,1.238,1.001,0.114,0.003,13.13,6.481,1.345,1.004,0.115,0.009,12.97,6.517,1.348,1.011,0.036,2220,2.168,23.89,18.62,7.882,18.13
9/11/19 13:30,4384,254,1330,0.056,0.001,13.41,4.022,1.238,1.001,0.114,0.003,13.12,6.479,1.345,1.004,0.115,0.009,12.97,6.519,1.348,1.011,0.036,2211,2.159,23.9,19.22,7.824,18.12
9/11/19 13:45,4385,254,1345,0.056,0.001,13.84,4.02,1.238,1.001,0.114,0.003,13.07,6.48,1.345,1.004,0.115,0.009,13,6.518,1.348,1.011,0.037,2215,2.163,23.52,18.75,7.829,18.12
9/11/19 14:00,4386,254,1400,0.056,0.001,14.26,4.023,1.238,1.001,0.114,0.003,13.06,6.481,1.345,1.004,0.115,0.009,12.95,6.518,1.348,1.011,0.038,2247,2.194,23.32,18.9,7.835,18.12
9/11/19 14:15,4387,254,1415,0.056,0,14.63,4.028,1.238,1,0.114,0.003,13.06,6.478,1.345,1.004,0.115,0.009,12.96,6.515,1.348,1.012,0.038,2251,2.198,20.9,19.2,7.834,18.12
9/11/19 14:30,4388,254,1430,0.056,0.001,14.92,4.022,1.238,1.001,0.114,0.003,13.05,6.479,1.345,1.004,0.115,0.009,12.94,6.517,1.348,1.011,0.038,2240,2.188,21.35,19.13,7.861,18.13
9/11/19 14:45,4389,254,1445,0.056,0.001,15.19,4.02,1.238,1.001,0.114,0.003,13.02,6.477,1.345,1.004,0.115,0.009,12.94,6.518,1.348,1.011,0.037,2232,2.18,20.22,19.28,7.972,18.15
9/11/19 15:00,4390,254,1500,0.056,0.001,15.37,4.023,1.238,1.001,0.114,0.003,13.02,6.449,1.344,1.004,0.115,0.009,12.93,6.518,1.348,1.011,0.038,2239,2.187,19.53,19.48,8.08,18.17
9/11/19 15:15,4391,254,1515,0.056,0.001,15.47,4.022,1.238,1.001,0.114,0.003,12.98,6.45,1.344,1.004,0.115,0.009,12.92,6.518,1.348,1.011,0.038,2240,2.188,18.54,19.74,8.08,18.17
9/11/19 15:30,4392,254,1530,0.056,0,15.62,4.026,1.238,1,0.114,0.002,12.98,6.453,1.344,1.003,0.115,0.009,12.96,6.516,1.348,1.011,0.038,2231,2.178,19.42,19.68,7.919,18.14
9/11/19 15:45,4393,254,1545,0.056,0.001,15.76,4.024,1.238,1.001,0.114,0.003,12.98,6.449,1.344,1.004,0.115,0.009,12.93,6.517,1.348,1.011,0.038,2223,2.171,19.4,18.99,7.735,18.1
9/11/19 16:00,4394,254,1600,0.056,0.001,15.9,4.027,1.238,1,0.114,0.003,12.97,6.449,1.344,1.004,0.115,0.009,12.9,6.518,1.348,1.011,0.038,2219,2.167,18.72,18.16,7.778,18.11
9/11/19 16:15,4395,254,1615,0.057,0.001,16.06,4.047,1.239,1.001,0.114,0.003,12.97,6.45,1.344,1.004,0.115,0.008,12.92,6.52,1.348,1.011,0.038,2214,2.162,19.13,17.36,7.519,18.06
9/11/19 16:30,4396,254,1630,0.057,0.001,16.26,4.049,1.239,1.001,0.114,0.003,12.93,6.449,1.344,1.004,0.115,0.008,12.9,6.519,1.348,1.011,0.039,2207,2.155,17.93,17.47,7.19,18
9/11/19 16:45,4397,254,1645,0.056,0.001,16.47,4.048,1.239,1.001,0.114,0.003,12.96,6.451,1.344,1.004,0.115,0.008,12.91,6.52,1.348,1.011,0.04,2206,2.154,17.14,17.36,7.099,17.98
9/11/19 17:00,4398,254,1700,0.056,0.001,16.69,4.047,1.239,1.001,0.114,0.003,12.93,6.449,1.344,1.004,0.115,0.008,12.89,6.521,1.348,1.01,0.041,2199,2.147,17.07,17.64,7.073,17.98
9/11/19 17:15,4399,254,1715,0.056,0.001,16.93,4.047,1.239,1.001,0.114,0.003,12.96,6.451,1.344,1.004,0.115,0.009,12.88,6.517,1.348,1.011,0.041,2196,2.145,16.32,17.83,7.056,17.97
9/11/19 17:30,4400,254,1730,0.057,0.001,17.07,4.048,1.239,1.001,0.114,0.003,12.96,6.448,1.344,1.004,0.115,0.009,12.89,6.518,1.348,1.011,0.041,2191,2.14,15.53,16.56,7.053,17.97
9/11/19 17:45,4401,254,1745,0.056,0.001,17.19,4.05,1.239,1,0.114,0.003,12.94,6.449,1.344,1.004,0.115,0.009,12.87,6.517,1.348,1.011,0.041,2185,2.133,14.14,15.13,7,17.96
9/11/19 18:00,4402,254,1800,0.056,0.001,17.27,4.046,1.239,1.001,0.114,0.003,12.94,6.449,1.344,1.004,0.115,0.009,12.87,6.518,1.348,1.011,0.041,2176,2.125,13.04,13.99,6.92,17.95
