TOA5,CR1000_tower1_subcanopy_sap,CR1000,80162,CR1000.Std.29,CPU:SH_tow1_meadow_2017.CR1,28698,Enviro,
5/19/19 14:00,26403,139,1400,0.083,2327,2.273,1.626,6.781
5/19/19 14:15,26404,139,1415,0.083,2343,2.288,1.499,6.873
5/19/19 14:30,26405,139,1430,0.083,2335,2.28,1.576,6.422
5/19/19 14:45,26406,139,1445,0.083,2334,2.28,1.474,6.177
5/19/19 15:00,26407,139,1500,0.083,2332,2.277,1.61,5.797
5/19/19 15:15,26408,139,1515,0.083,2412,2.356,1.581,5.592
5/19/19 15:30,26409,139,1530,0.083,2345,2.29,1.697,5.553
5/19/19 15:45,26410,139,1545,0.083,2358,2.302,1.544,5.884
5/19/19 16:00,26411,139,1600,0.083,2330,2.276,1.612,5.691
5/19/19 16:15,26412,139,1615,0.083,2336,2.281,1.523,5.516
5/19/19 16:30,26413,139,1630,0.083,2344,2.289,1.523,4.96
5/19/19 16:45,26414,139,1645,0.082,2343,2.288,1.479,4.917
5/19/19 17:00,26415,139,1700,0.082,2351,2.296,1.579,4.952
5/19/19 17:15,26416,139,1715,0.082,2349,2.294,1.589,4.697
5/19/19 17:30,26417,139,1730,0.082,2319,2.265,1.597,4.774
5/19/19 17:45,26418,139,1745,0.082,2325,2.27,1.524,4.665
5/19/19 18:00,26419,139,1800,0.081,2330,2.275,1.461,4.287
5/19/19 18:15,26420,139,1815,0.081,2345,2.29,1.542,4.19
5/19/19 18:30,26421,139,1830,0.081,2352,2.297,1.416,3.977
5/19/19 18:45,26422,139,1845,0.081,2379,2.323,1.37,3.622
5/19/19 19:00,26423,139,1900,0.08,2414,2.358,1.275,3.307
5/19/19 19:15,26424,139,1915,0.08,2407,2.351,1.335,3.19
5/19/19 19:30,26425,139,1930,0.08,2402,2.346,1.213,2.968
5/19/19 19:45,26426,139,1945,0.08,2394,2.338,1.056,2.604
5/19/19 20:00,26427,139,2000,0.08,2379,2.323,0.938,2.234
5/19/19 20:15,26428,139,2015,0.08,2383,2.327,0.77,1.865
5/19/19 20:30,26429,139,2030,0.08,2384,2.328,0.546,1.458
5/19/19 20:45,26430,139,2045,0.08,2387,2.331,0.406,1.117
5/19/19 21:00,26431,139,2100,0.079,2376,2.32,0.186,0.84
5/19/19 21:15,26432,139,2115,0.079,2381,2.326,-0.132,0.607
5/19/19 21:30,26433,139,2130,0.079,2378,2.322,-0.475,0.394
5/19/19 21:45,26434,139,2145,0.079,2383,2.327,-0.81,0.157
5/19/19 22:00,26435,139,2200,0.078,2387,2.331,-1.06,-0.027
5/19/19 22:15,26436,139,2215,0.078,2382,2.326,-1.299,-0.2
5/19/19 22:30,26437,139,2230,0.078,2381,2.326,-1.473,-0.341
5/19/19 22:45,26438,139,2245,0.077,2374,2.318,-1.686,-0.482
5/19/19 23:00,26439,139,2300,0.077,2376,2.32,-1.746,-0.58
5/19/19 23:15,26440,139,2315,0.077,2382,2.326,-1.096,-0.569
5/19/19 23:30,26441,139,2330,0.076,2376,2.32,-1.205,-0.569
5/19/19 23:45,26442,139,2345,0.076,2372,2.316,-0.685,-0.498
5/20/19 0:00,26443,140,0,0.076,2366,2.31,-0.324,-0.368
5/20/19 0:15,26444,140,15,0.075,2362,2.307,-0.247,-0.265
5/20/19 0:30,26445,140,30,0.075,2356,2.301,-0.542,-0.151
5/20/19 0:45,26446,140,45,0.075,2362,2.306,-0.853,-0.167
5/20/19 1:00,26447,140,100,0.074,2370,2.314,-1.285,-0.238
5/20/19 1:15,26448,140,115,0.073,2371,2.316,-1.852,-0.395
5/20/19 1:30,26449,140,130,0.073,2375,2.319,-1.914,-0.547
5/20/19 1:45,26450,140,145,0.072,2372,2.317,-2.27,-0.699
5/20/19 2:00,26451,140,200,0.072,2371,2.315,-2.351,-0.851
5/20/19 2:15,26452,140,215,0.071,2372,2.317,-2.542,-1.046
5/20/19 2:30,26453,140,230,0.071,2369,2.314,-2.576,-1.215
5/20/19 2:45,26454,140,245,0.07,2371,2.316,-2.068,-1.285
5/20/19 3:00,26455,140,300,0.069,2366,2.311,-1.592,-1.274
5/20/19 3:15,26456,140,315,0.069,2371,2.316,-1.326,-1.182
5/20/19 3:30,26457,140,330,0.069,2369,2.313,-1.35,-1.046
5/20/19 3:45,26458,140,345,0.068,2368,2.313,-1.778,-1.003
5/20/19 4:00,26459,140,400,0.067,2365,2.31,-2.31,-1.068
5/20/19 4:15,26460,140,415,0.066,2364,2.309,-2.146,-1.149
5/20/19 4:30,26461,140,430,0.066,2365,2.309,-2.129,-1.204
5/20/19 4:45,26462,140,445,0.065,2369,2.314,-1.604,-1.177
5/20/19 5:00,26463,140,500,0.065,2366,2.311,-1.322,-1.095
5/20/19 5:15,26464,140,515,0.064,2371,2.315,-1.699,-1.046
5/20/19 5:30,26465,140,530,0.064,2365,2.309,-2.241,-1.09
5/20/19 5:45,26466,140,545,0.063,2365,2.309,-1.916,-1.198
5/20/19 6:00,26467,140,600,0.063,2363,2.308,-1.342,-1.198
5/20/19 6:15,26468,140,615,0.062,2365,2.31,-1.207,-1.09
5/20/19 6:30,26469,140,630,0.062,2359,2.303,-0.838,-0.894
5/20/19 6:45,26470,140,645,0.062,2364,2.309,-0.654,-0.672
5/20/19 7:00,26471,140,700,0.061,2358,2.302,-0.828,-0.417
5/20/19 7:15,26472,140,715,0.061,2360,2.305,-0.703,-0.075
5/20/19 7:30,26473,140,730,0.06,2384,2.328,-0.492,0.364
5/20/19 7:45,26474,140,745,0.06,2395,2.339,-0.067,0.863
5/20/19 8:00,26475,140,800,0.06,2393,2.337,-0.511,1.264
5/20/19 8:15,26476,140,815,0.059,2391,2.335,-0.596,2.61
5/20/19 8:30,26477,140,830,0.059,2386,2.33,-0.469,2.773
5/20/19 8:45,26478,140,845,0.059,2369,2.313,-0.075,2.898
5/20/19 9:00,26479,140,900,0.058,2363,2.307,0.129,3.258
5/20/19 9:15,26480,140,915,0.058,2355,2.3,0.466,3.817
5/20/19 9:30,26481,140,930,0.058,2340,2.285,0.868,4.414
5/20/19 9:45,26482,140,945,0.058,2336,2.281,1.232,5.099
5/20/19 10:00,26483,140,1000,0.057,2338,2.283,1.798,5.963
5/20/19 10:15,26484,140,1015,0.057,2336,2.281,1.782,7.11
5/20/19 10:30,26485,140,1030,0.057,2342,2.287,1.712,7.567
5/20/19 10:45,26486,140,1045,0.057,2357,2.302,1.942,8.14
5/20/19 11:00,26487,140,1100,0.057,2366,2.31,2.128,8.58
5/20/19 11:15,26488,140,1115,0.056,2389,2.333,2.466,9.42
5/20/19 11:30,26489,140,1130,0.056,2416,2.359,2.455,13.22
5/20/19 11:45,26490,140,1145,0.056,2372,2.317,2.689,15.87
5/20/19 12:00,26491,140,1200,0.056,2350,2.295,2.394,16.58
5/20/19 12:15,26492,140,1215,0.055,2360,2.305,2.258,16.71
5/20/19 12:30,26493,140,1230,0.054,2407,2.35,1.533,15.61
5/20/19 12:45,26494,140,1245,0.053,2379,2.324,1.822,14.67
5/20/19 13:00,26495,140,1300,0.054,2383,2.327,1.813,13.78
5/20/19 13:15,26496,140,1315,0.054,2377,2.322,2.017,11.92
5/20/19 13:30,26497,140,1330,0.054,2377,2.321,1.834,11.7
5/20/19 13:45,26498,140,1345,0.055,2396,2.34,1.848,11.42
5/20/19 14:00,26499,140,1400,0.055,2414,2.357,1.393,10.6
5/20/19 14:15,26500,140,1415,0.055,2367,2.311,1.827,9.83
5/20/19 14:30,26501,140,1430,0.056,2386,2.33,1.825,9.67
5/20/19 14:45,26502,140,1445,0.056,2388,2.332,1.787,9.59
5/20/19 15:00,26503,140,1500,0.057,2386,2.33,1.571,8.82
5/20/19 15:15,26504,140,1515,0.057,2395,2.339,1.783,8.3
5/20/19 15:30,26505,140,1530,0.057,2435,2.378,1.761,7.582
5/20/19 15:45,26506,140,1545,0.057,2440,2.383,1.766,7.334
5/20/19 16:00,26507,140,1600,0.058,2427,2.37,1.732,7.281
5/20/19 16:15,26508,140,1615,0.058,2421,2.364,1.845,7.36
5/20/19 16:30,26509,140,1630,0.058,2404,2.348,1.852,7.841
5/20/19 16:45,26510,140,1645,0.059,2362,2.307,1.747,7.841
5/20/19 17:00,26511,140,1700,0.059,2328,2.274,1.7,7.656
5/20/19 17:15,26512,140,1715,0.059,2360,2.305,1.74,7.6
5/20/19 17:30,26513,140,1730,0.06,2381,2.325,1.645,7.35
5/20/19 17:45,26514,140,1745,0.06,2366,2.311,1.753,7.132
5/20/19 18:00,26515,140,1800,0.06,2373,2.317,1.685,6.926
5/20/19 18:15,26516,140,1815,0.061,2351,2.295,1.639,6.382
5/20/19 18:30,26517,140,1830,0.061,2428,2.371,1.834,6.205
5/20/19 18:45,26518,140,1845,0.061,2458,2.4,1.776,6.421
5/20/19 19:00,26519,140,1900,0.061,2440,2.383,1.731,6.238
5/20/19 19:15,26520,140,1915,0.062,2432,2.375,1.753,5.873
5/20/19 19:30,26521,140,1930,0.062,2428,2.371,1.761,5.472
5/20/19 19:45,26522,140,1945,0.062,2433,2.376,1.752,5.159
5/20/19 20:00,26523,140,2000,0.063,2428,2.371,1.792,4.947
5/20/19 20:15,26524,140,2015,0.063,2427,2.37,1.715,4.751
5/20/19 20:30,26525,140,2030,0.063,2424,2.367,1.593,4.423
5/20/19 20:45,26526,140,2045,0.064,2426,2.369,1.693,4.035
5/20/19 21:00,26527,140,2100,0.064,2423,2.367,1.76,3.773
5/20/19 21:15,26528,140,2115,0.064,2423,2.366,1.786,3.774
5/20/19 21:30,26529,140,2130,0.064,2420,2.363,1.757,3.84
5/20/19 21:45,26530,140,2145,0.064,2418,2.361,1.671,3.862
5/20/19 22:00,26531,140,2200,0.065,2419,2.363,1.654,3.82
5/20/19 22:15,26532,140,2215,0.065,2416,2.359,1.537,3.623
5/20/19 22:30,26533,140,2230,0.065,2414,2.358,1.426,3.45
5/20/19 22:45,26534,140,2245,0.065,2416,2.359,1.565,3.348
5/20/19 23:00,26535,140,2300,0.065,2416,2.359,1.597,3.436
5/20/19 23:15,26536,140,2315,0.065,2415,2.358,1.768,3.561
5/20/19 23:30,26537,140,2330,0.066,2412,2.356,1.725,3.594
5/20/19 23:45,26538,140,2345,0.066,2411,2.355,1.733,3.545
5/21/19 0:00,26539,141,0,0.066,2407,2.351,1.701,3.501
5/21/19 0:15,26540,141,15,0.066,2402,2.346,1.66,3.404
5/21/19 0:30,26541,141,30,0.066,2388,2.332,1.599,3.066
5/21/19 0:45,26542,141,45,0.066,2414,2.358,1.039,2.777
5/21/19 1:00,26543,141,100,0.066,2436,2.379,1.028,2.848
5/21/19 1:15,26544,141,115,0.066,2455,2.397,1.215,2.838
5/21/19 1:30,26545,141,130,0.066,2437,2.38,1.412,2.805
5/21/19 1:45,26546,141,145,0.067,2420,2.363,1.527,2.805
5/21/19 2:00,26547,141,200,0.066,2402,2.346,1.446,2.674
5/21/19 2:15,26548,141,215,0.066,2378,2.322,1.438,2.061
5/21/19 2:30,26549,141,230,0.067,2593,2.532,1.261,1.941
5/21/19 2:45,26550,141,245,0.067,3102,3.03,1.285,1.757
5/21/19 3:00,26551,141,300,0.067,3097,3.024,1.277,1.692
5/21/19 3:15,26552,141,315,0.068,2417,2.361,1.116,1.627
5/21/19 3:30,26553,141,330,0.068,2384,2.328,1.086,1.54
5/21/19 3:45,26554,141,345,0.069,3712,3.625,1.039,1.48
5/21/19 4:00,26555,141,400,0.069,4186,4.088,1.013,1.448
5/21/19 4:15,26556,141,415,0.069,2563,2.503,0.943,1.41
5/21/19 4:30,26557,141,430,0.07,2341,2.286,0.867,1.334
5/21/19 4:45,26558,141,445,0.07,2348,2.293,0.355,1.269
5/21/19 5:00,26559,141,500,0.07,2358,2.303,0.146,1.144
5/21/19 5:15,26560,141,515,0.07,2363,2.308,-0.329,1.068
5/21/19 5:30,26561,141,530,0.07,2563,2.502,0.235,1.049
5/21/19 5:45,26562,141,545,0.07,2475,2.417,-0.431,1.05
5/21/19 6:00,26563,141,600,0.07,2484,2.426,-1.259,1.005
5/21/19 6:15,26564,141,615,0.07,2480,2.422,-1.057,1.012
5/21/19 6:30,26565,141,630,0.07,2450,2.393,-0.57,1.18
5/21/19 6:45,26566,141,645,0.07,2427,2.37,-0.828,1.289
5/21/19 7:00,26567,141,700,0.07,2429,2.372,-0.6,1.31
5/21/19 7:15,26568,141,715,0.07,2451,2.393,-1.265,1.326
5/21/19 7:30,26569,141,730,0.069,2406,2.35,-0.266,1.347
5/21/19 7:45,26570,141,745,0.069,2460,2.403,-0.776,1.417
5/21/19 8:00,26571,141,800,0.069,2491,2.433,-1.366,1.516
5/21/19 8:15,26572,141,815,0.069,2491,2.433,-0.323,1.851
5/21/19 8:30,26573,141,830,0.069,2488,2.429,-0.29,2.094
5/21/19 8:45,26574,141,845,0.069,2485,2.427,0.977,2.115
5/21/19 9:00,26575,141,900,0.069,2472,2.414,1.36,2.148
5/21/19 9:15,26576,141,915,0.069,2434,2.377,1.021,2.12
5/21/19 9:30,26577,141,930,0.068,2435,2.378,1.697,2.148
5/21/19 9:45,26578,141,945,0.068,2398,2.342,1.711,2.218
5/21/19 10:00,26579,141,1000,0.069,2382,2.326,1.748,2.495
5/21/19 10:15,26580,141,1015,0.069,2432,2.375,1.829,3.502
5/21/19 10:30,26581,141,1030,0.069,2473,2.415,1.766,3.988
5/21/19 10:45,26582,141,1045,0.069,2351,2.296,1.848,4.239
5/21/19 11:00,26583,141,1100,0.069,2355,2.3,1.714,4.567
5/21/19 11:15,26584,141,1115,0.069,2357,2.301,1.791,4.151
5/21/19 11:30,26585,141,1130,0.069,2346,2.291,1.66,4.583
5/21/19 11:45,26586,141,1145,0.069,2371,2.315,1.781,4.129
5/21/19 12:00,26587,141,1200,0.069,2370,2.315,2.416,7.715
5/21/19 12:15,26588,141,1215,0.069,2383,2.327,0.926,8.79
5/21/19 12:30,26589,141,1230,0.069,2414,2.357,1.623,11.34
5/21/19 12:45,26590,141,1245,0.068,2375,2.32,1.538,11.9
5/21/19 13:00,26591,141,1300,0.068,2416,2.36,1.634,10.7
5/21/19 13:15,26592,141,1315,0.069,2427,2.371,1.612,9.2
5/21/19 13:30,26593,141,1330,0.069,2394,2.338,1.463,5.862
5/21/19 13:45,26594,141,1345,0.069,2396,2.34,2.044,5.818
5/21/19 14:00,26595,141,1400,0.069,2395,2.339,1.93,7.171
5/21/19 14:15,26596,141,1415,0.069,2381,2.325,1.763,7.573
5/21/19 14:30,26597,141,1430,0.069,2399,2.343,1.811,7.708
5/21/19 14:45,26598,141,1445,0.069,2370,2.314,1.678,7.35
5/21/19 15:00,26599,141,1500,0.069,2372,2.316,1.803,7.193
5/21/19 15:15,26600,141,1515,0.069,2352,2.296,1.843,7.093
5/21/19 15:30,26601,141,1530,0.069,2361,2.306,1.807,6.842
5/21/19 15:45,26602,141,1545,0.068,2371,2.315,1.861,6.642
5/21/19 16:00,26603,141,1600,0.068,2356,2.301,1.819,6.349
5/21/19 16:15,26604,141,1615,0.068,2364,2.309,1.826,6.077
5/21/19 16:30,26605,141,1630,0.068,2380,2.324,1.928,5.956
5/21/19 16:45,26606,141,1645,0.067,2401,2.344,1.834,6.167
5/21/19 17:00,26607,141,1700,0.067,2412,2.355,1.778,5.797
5/21/19 17:15,26608,141,1715,0.067,2416,2.36,1.823,5.57
5/21/19 17:30,26609,141,1730,0.067,2418,2.362,1.803,5.285
5/21/19 17:45,26610,141,1745,0.067,2419,2.362,1.837,5.104
5/21/19 18:00,26611,141,1800,0.066,2422,2.365,1.798,4.953
5/21/19 18:15,26612,141,1815,0.066,2420,2.364,1.821,4.722
5/21/19 18:30,26613,141,1830,0.066,2418,2.361,1.811,4.549
5/21/19 18:45,26614,141,1845,0.066,2416,2.359,1.798,4.429
5/21/19 19:00,26615,141,1900,0.066,2409,2.352,1.789,4.282
5/21/19 19:15,26616,141,1915,0.066,2402,2.346,1.772,4.025
5/21/19 19:30,26617,141,1930,0.066,2401,2.345,1.753,3.779
5/21/19 19:45,26618,141,1945,0.066,2404,2.347,1.688,3.545
5/21/19 20:00,26619,141,2000,0.066,2400,2.344,1.725,2.838
5/21/19 20:15,26620,141,2015,0.066,2394,2.338,1.747,2.431
5/21/19 20:30,26621,141,2030,0.066,2395,2.339,1.749,2.244
5/21/19 20:45,26622,141,2045,0.066,2395,2.339,1.746,2.153
5/21/19 21:00,26623,141,2100,0.066,2395,2.338,1.726,2.12
5/21/19 21:15,26624,141,2115,0.066,2396,2.34,1.71,2.066
5/21/19 21:30,26625,141,2130,0.066,2396,2.34,1.697,2.066
5/21/19 21:45,26626,141,2145,0.066,2397,2.341,1.678,2.028
5/21/19 22:00,26627,141,2200,0.066,2396,2.34,1.588,1.919
5/21/19 22:15,26628,141,2215,0.066,2396,2.339,1.599,1.892
5/21/19 22:30,26629,141,2230,0.066,2395,2.339,1.587,1.887
5/21/19 22:45,26630,141,2245,0.066,2393,2.337,1.587,1.849
5/21/19 23:00,26631,141,2300,0.066,2387,2.331,1.563,1.8
5/21/19 23:15,26632,141,2315,0.066,2378,2.322,1.472,1.735
5/21/19 23:30,26633,141,2330,0.066,2355,2.3,1.46,1.697
5/21/19 23:45,26634,141,2345,0.066,2356,2.301,1.292,1.599
5/22/19 0:00,26635,142,0,0.067,2366,2.31,1.403,1.54
5/22/19 0:15,26636,142,15,0.067,2369,2.314,1.481,1.529
5/22/19 0:30,26637,142,30,0.067,2366,2.311,1.51,1.545
5/22/19 0:45,26638,142,45,0.067,2363,2.307,1.481,1.567
5/22/19 1:00,26639,142,100,0.067,2357,2.301,1.582,1.605
5/22/19 1:15,26640,142,115,0.067,2353,2.298,1.591,1.664
5/22/19 1:30,26641,142,130,0.067,2341,2.286,1.476,1.675
5/22/19 1:45,26642,142,145,0.067,2330,2.275,1.463,1.675
5/22/19 2:00,26643,142,200,0.067,2328,2.273,1.44,1.664
5/22/19 2:15,26644,142,215,0.067,2329,2.275,1.013,1.632
5/22/19 2:30,26645,142,230,0.067,2330,2.276,1.117,1.545
5/22/19 2:45,26646,142,245,0.067,2332,2.277,1.258,1.496
5/22/19 3:00,26647,142,300,0.067,2333,2.279,1.427,1.513
5/22/19 3:15,26648,142,315,0.067,2331,2.277,1.411,1.572
5/22/19 3:30,26649,142,330,0.067,2329,2.274,1.221,1.605
5/22/19 3:45,26650,142,345,0.066,2326,2.272,0.761,1.545
5/22/19 4:00,26651,142,400,0.066,2324,2.27,0.505,1.437
5/22/19 4:15,26652,142,415,0.066,2319,2.265,0.162,1.307
5/22/19 4:30,26653,142,430,0.066,2321,2.267,0.057,1.177
5/22/19 4:45,26654,142,445,0.065,2318,2.264,0.459,1.074
5/22/19 5:00,26655,142,500,0.065,2317,2.263,0.986,1.079
5/22/19 5:15,26656,142,515,0.065,2321,2.267,1.165,1.201
5/22/19 5:30,26657,142,530,0.065,2329,2.274,1.218,1.33
5/22/19 5:45,26658,142,545,0.065,2327,2.273,1.254,1.416
5/22/19 6:00,26659,142,600,0.064,2334,2.28,0.306,1.519
5/22/19 6:15,26660,142,615,0.064,2338,2.283,-0.128,1.503
5/22/19 6:30,26661,142,630,0.064,2347,2.292,1.014,1.518
5/22/19 6:45,26662,142,645,0.064,2331,2.277,1.444,1.719
5/22/19 7:00,26663,142,700,0.064,2378,2.323,1.591,1.979
5/22/19 7:15,26664,142,715,0.063,2399,2.342,1.506,2.11
5/22/19 7:30,26665,142,730,0.063,2401,2.344,1.898,2.392
5/22/19 7:45,26666,142,745,0.063,2410,2.354,1.88,2.821
5/22/19 8:00,26667,142,800,0.063,2419,2.362,2.002,3.333
5/22/19 8:15,26668,142,815,0.063,2419,2.362,1.951,3.786
5/22/19 8:30,26669,142,830,0.063,2341,2.286,1.908,3.775
5/22/19 8:45,26670,142,845,0.063,2353,2.298,2.033,3.786
5/22/19 9:00,26671,142,900,0.063,2377,2.321,2.023,3.977
5/22/19 9:15,26672,142,915,0.063,2381,2.325,2.049,4.305
5/22/19 9:30,26673,142,930,0.063,2388,2.332,2.101,4.4
5/22/19 9:45,26674,142,945,0.064,2404,2.348,2.159,4.917
5/22/19 10:00,26675,142,1000,0.064,2383,2.327,2.21,5.244
5/22/19 10:15,26676,142,1015,0.064,2344,2.289,2.163,5.545
5/22/19 10:30,26677,142,1030,0.064,2338,2.284,2.185,5.61
5/22/19 10:45,26678,142,1045,0.064,2351,2.296,2.253,5.72
5/22/19 11:00,26679,142,1100,0.065,2356,2.301,2.266,5.896
5/22/19 11:15,26680,142,1115,0.065,2371,2.316,2.116,6.04
5/22/19 11:30,26681,142,1130,0.065,2380,2.324,2.333,6.215
5/22/19 11:45,26682,142,1145,0.065,2390,2.334,2.051,6.329
5/22/19 12:00,26683,142,1200,0.065,2394,2.338,2.67,6.594
5/22/19 12:15,26684,142,1215,0.065,2396,2.34,2.71,8.05
5/22/19 12:30,26685,142,1230,0.064,2409,2.352,1.778,9.95
5/22/19 12:45,26686,142,1245,0.064,2409,2.353,2.269,9.04
5/22/19 13:00,26687,142,1300,0.063,2409,2.353,2.004,8.95
5/22/19 13:15,26688,142,1315,0.063,2429,2.372,2.57,8.54
5/22/19 13:30,26689,142,1330,0.063,2433,2.376,2.148,8.79
5/22/19 13:45,26690,142,1345,0.063,2430,2.373,2.33,8.86
5/22/19 14:00,26691,142,1400,0.063,2423,2.366,2.135,10.07
5/22/19 14:15,26692,142,1415,0.062,2390,2.334,2.086,10.77
5/22/19 14:30,26693,142,1430,0.062,2410,2.354,2.212,10.7
5/22/19 14:45,26694,142,1445,0.061,2402,2.346,2.106,10.77
5/22/19 15:00,26695,142,1500,0.061,2463,2.405,2.123,10.36
5/22/19 15:15,26696,142,1515,0.06,2462,2.404,2.341,10.68
5/22/19 15:30,26697,142,1530,0.06,2433,2.376,2.067,10.95
5/22/19 15:45,26698,142,1545,0.06,2475,2.417,2.033,10.27
5/22/19 16:00,26699,142,1600,0.06,2501,2.442,2.059,9.14
5/22/19 16:15,26700,142,1615,0.06,2430,2.373,2.11,8.52
5/22/19 16:30,26701,142,1630,0.06,2430,2.373,2.235,8.72
5/22/19 16:45,26702,142,1645,0.059,2428,2.371,2.16,9.39
5/22/19 17:00,26703,142,1700,0.059,2426,2.369,2.164,9.76
5/22/19 17:15,26704,142,1715,0.059,2449,2.392,2.04,9.68
5/22/19 17:30,26705,142,1730,0.059,2449,2.392,2.073,8.04
5/22/19 17:45,26706,142,1745,0.06,2433,2.376,2.165,6.737
5/22/19 18:00,26707,142,1800,0.06,2446,2.388,2.246,6.16
5/22/19 18:15,26708,142,1815,0.06,2479,2.421,2.23,5.824
5/22/19 18:30,26709,142,1830,0.06,2510,2.451,2.206,5.604
5/22/19 18:45,26710,142,1845,0.06,2504,2.445,2.213,5.46
5/22/19 19:00,26711,142,1900,0.061,2462,2.404,2.048,5.103
5/22/19 19:15,26712,142,1915,0.061,2487,2.428,2.104,4.774
5/22/19 19:30,26713,142,1930,0.06,2501,2.442,2.147,4.671
5/22/19 19:45,26714,142,1945,0.06,2531,2.471,2.167,4.672
5/22/19 20:00,26715,142,2000,0.06,2525,2.466,2.148,4.691
5/22/19 20:15,26716,142,2015,0.06,2520,2.461,2.184,4.626
5/22/19 20:30,26717,142,2030,0.06,2519,2.46,2.2,4.648
5/22/19 20:45,26718,142,2045,0.059,2510,2.451,2.225,4.692
5/22/19 21:00,26719,142,2100,0.059,2492,2.434,2.246,4.769
5/22/19 21:15,26720,142,2115,0.059,2462,2.404,2.213,4.687
5/22/19 21:30,26721,142,2130,0.059,2457,2.399,2.102,4.539
5/22/19 21:45,26722,142,2145,0.059,2450,2.392,2.092,4.353
5/22/19 22:00,26723,142,2200,0.059,2427,2.37,2.13,4.183
5/22/19 22:15,26724,142,2215,0.058,2424,2.367,2.175,4.183
5/22/19 22:30,26725,142,2230,0.058,2453,2.396,2.2,4.271
5/22/19 22:45,26726,142,2245,0.058,2465,2.408,2.199,4.32
5/22/19 23:00,26727,142,2300,0.058,2464,2.406,2.245,4.441
5/22/19 23:15,26728,142,2315,0.058,2465,2.407,2.251,4.561
5/22/19 23:30,26729,142,2330,0.057,2464,2.406,2.286,4.583
5/22/19 23:45,26730,142,2345,0.057,2462,2.404,2.306,4.621
5/23/19 0:00,26731,143,0,0.057,2461,2.403,2.289,4.648
5/23/19 0:15,26732,143,15,0.056,2458,2.4,2.307,4.659
5/23/19 0:30,26733,143,30,0.056,2460,2.402,2.33,4.72
5/23/19 0:45,26734,143,45,0.056,2459,2.401,2.375,4.802
5/23/19 1:00,26735,143,100,0.056,2465,2.407,2.361,4.851
5/23/19 1:15,26736,143,115,0.056,2473,2.415,2.358,4.873
5/23/19 1:30,26737,143,130,0.056,2477,2.419,2.327,4.868
5/23/19 1:45,26738,143,145,0.055,2480,2.422,2.235,4.753
5/23/19 2:00,26739,143,200,0.055,2482,2.424,2.209,4.676
5/23/19 2:15,26740,143,215,0.055,2483,2.425,2.226,4.605
5/23/19 2:30,26741,143,230,0.055,2485,2.426,2.32,4.572
5/23/19 2:45,26742,143,245,0.055,2483,2.425,2.36,4.643
5/23/19 3:00,26743,143,300,0.055,2482,2.424,2.391,4.78
5/23/19 3:15,26744,143,315,0.055,2480,2.422,2.397,4.868
5/23/19 3:30,26745,143,330,0.054,2477,2.419,2.441,4.955
5/23/19 3:45,26746,143,345,0.054,2475,2.417,2.441,4.999
5/23/19 4:00,26747,143,400,0.054,2476,2.418,2.431,5.021
5/23/19 4:15,26748,143,415,0.054,2479,2.421,2.457,5.021
5/23/19 4:30,26749,143,430,0.054,2490,2.432,2.447,4.999
5/23/19 4:45,26750,143,445,0.054,2497,2.438,2.451,4.977
5/23/19 5:00,26751,143,500,0.054,2505,2.446,2.434,4.961
5/23/19 5:15,26752,143,515,0.054,2498,2.44,2.449,4.95
5/23/19 5:30,26753,143,530,0.053,2460,2.402,2.416,4.912
5/23/19 5:45,26754,143,545,0.053,2467,2.409,2.428,4.873
5/23/19 6:00,26755,143,600,0.053,2429,2.372,2.441,4.867
5/23/19 6:15,26756,143,615,0.053,2475,2.417,2.45,4.888
5/23/19 6:30,26757,143,630,0.053,2496,2.438,2.473,4.911
5/23/19 6:45,26758,143,645,0.053,2477,2.419,2.524,4.999
5/23/19 7:00,26759,143,700,0.053,2431,2.374,2.587,5.137
5/23/19 7:15,26760,143,715,0.053,2461,2.404,2.616,5.291
5/23/19 7:30,26761,143,730,0.053,2445,2.388,2.613,5.35
5/23/19 7:45,26762,143,745,0.053,2461,2.404,2.651,5.388
5/23/19 8:00,26763,143,800,0.052,2491,2.433,2.712,5.498
5/23/19 8:15,26764,143,815,0.052,2492,2.433,2.733,5.607
5/23/19 8:30,26765,143,830,0.051,2493,2.435,2.818,5.828
5/23/19 8:45,26766,143,845,0.051,2498,2.44,2.754,5.916
5/23/19 9:00,26767,143,900,0.05,2516,2.457,2.783,5.825
5/23/19 9:15,26768,143,915,0.05,2508,2.449,2.919,6.216
5/23/19 9:30,26769,143,930,0.05,2512,2.453,2.786,6.023
5/23/19 9:45,26770,143,945,0.05,2508,2.449,2.639,5.885
5/23/19 10:00,26771,143,1000,0.05,2505,2.447,2.524,5.741
5/23/19 10:15,26772,143,1015,0.049,2514,2.455,2.475,5.774
5/23/19 10:30,26773,143,1030,0.049,2498,2.439,2.463,5.863
5/23/19 10:45,26774,143,1045,0.049,2477,2.419,2.503,5.978
5/23/19 11:00,26775,143,1100,0.049,2483,2.424,2.455,6.139
5/23/19 11:15,26776,143,1115,0.049,2482,2.423,2.68,6.692
5/23/19 11:30,26777,143,1130,0.048,2470,2.412,2.743,7.282
5/23/19 11:45,26778,143,1145,0.047,2486,2.428,2.713,7.82
5/23/19 12:00,26779,143,1200,0.047,2496,2.437,2.627,7.837
5/23/19 12:15,26780,143,1215,0.046,2434,2.377,2.611,7.506
